Brand;Series;PriceNow;PriceOriginal;Guarantee_year;OS;CoresNumber;Processor;ProcessorType;ProcessorModel;ProcessorFrequency_GHz;GpuManufacturer;GpuController;ScreenSize_inch;ScreenFrequency_GHz;SsdSize_GGb;RAM_GGb;RAM_type;HDMI;Material;Battery_hour;Weight_kg
HP;MateBook 14S ;89999;103 999;1;Windows 10 Домашняя;4;nan;nan;Intel Core i7-11370H;3.3;nan;Intel Iris Xe Graphics;14.2;90;1000;16;LPDDR4x;1;алюминий;nan;1.43
Acer;Laptop 15s;nan;42 999 ?;1;Windows 11 Домашняя;2;nan;nan;Ryzen 3;2.6;nan;AMD Radeon Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.69
ASUS;Aspire 3;nan;47 999 ?;1;не установлена;4;nan;nan;Intel Core i5-1035G1;1;nan;Intel UHD Graphics;15.6;60;512;12;DDR4;1;пластик;nan;1.9
Lenovo;VivoBook Pro 14 ;67999;79 999;1;Windows 11 Домашняя;6;nan;nan;Ryzen 5;3.3;nan;AMD Radeon Graphics;14;90;512;16;DDR4;1;пластик;nan;1.45
ASUS;Lenovo V15 ;nan;29 999 ?;1;не установлена;2;nan;nan;AMD Athlon Gold 3150U;2.4;nan;AMD Radeon Graphics;15.6;60;128;4;DDR4;1;пластик;nan;1.85
MSI;ZenBook Flip S13 ;82799;91 999;1;Windows 11 Домашняя;4;nan;nan;Core i5;2.4;nan;Intel Iris Xe Graphics;13.3;60;512;8;LPDDR4x;1;алюминий;nan;1.2
Acer;Katana GF66 ;85499;94 999;1;Windows 11 Домашняя;8;nan;nan;Core i5;nan;nan;Intel UHD Graphics;15.6;nan;512;16;DDR4;1;пластик;nan;2.25
Lenovo;Extensa 15;nan;49 999 ?;1;не установлена;2;nan;nan;Intel Core i3-1005G1;1.2;nan;Intel UHD Graphics;15.6;60;512;12;DDR4;1;пластик;nan;1.9
Acer;IdeaPad 3;nan;35 999 ?;1;не установлена;2;nan;nan;AMD Ryzen 3 3250U;2.6;nan;AMD Radeon Graphics;14;60;256;8;DDR4;1;пластик;nan;1.6
Apple;Aspire 3;nan;39 999 ?;1;не установлена;2;nan;nan;AMD Ryzen 3 3250U;2.6;nan;AMD Radeon Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.9
Lenovo;MacBook Pro;188599;204 999;1;macOS;10;nan;nan;Apple M1 Pro;nan;nan;Apple M1 Pro 16-core;16.2;120;512;16;LPDDR5;1;алюминий;nan;2.15
ASUS;Lenovo V15 ;nan;39 999 ?;1;не установлена;2;nan;nan;Intel Core i3-1115G4;3;nan;Intel UHD Graphics;15.6;60;нет;8;DDR4;1;пластик;nan;1.7
HP;ExpertBook P1 ;nan;74 999 ?;1;не установлена;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;15.6;60;512;16;DDR4;1;пластик;nan;1.8
Lenovo;HP 255 G8;nan;74 999 ?;1;Windows 10 Pro;8;nan;nan;AMD Ryzen 7 5700U;1.8;nan;AMD Radeon Graphics;15.6;60;512;16;DDR4;1;пластик;nan;1.74
ASUS;IdeaPad 3;nan;31 999 ?;1;не установлена;2;nan;nan;AMD Athlon 300U;2.4;nan;AMD Radeon Vega 3;15.6;60;128;8;DDR4;1;пластик;nan;2.2
ASUS;Laptop 14 ;nan;34 999 ?;1;не установлена;2;nan;nan;Intel Pentium Gold 7505;2;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;1.6
ASUS;Laptop 15 ;33299;36 999;1;не установлена;2;nan;nan;Intel Pentium 6805;1.1;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.8
Apple;ZenBook Flip 13 ;79199;87 999;1;Windows 10 Домашняя;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;13.3;60;512;8;LPDDR4x;1;алюминий;nan;1.3
ASUS;MacBook Pro;nan;169 999 ?;1;macOS;8;nan;nan;Apple M1 Pro;nan;nan;Apple M1 Pro 14-core;14.2;120;512;16;LPDDR5;1;алюминий;nan;1.61
Lenovo;IdeaPad 3;53999;59 999;1;Windows 11 Домашняя;4;nan;nan;Pentium;1.1;nan;Intel UHD Graphics;13.3;60;нет;4;LPDDR4x;1;пластик;nan;0.78
Lenovo;IdeaPad 3;nan;37 999 ?;1;Windows 11 Домашняя;2;nan;nan;Pentium;2;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.7
Lenovo;Lenovo V15 ;nan;33 999 ?;1;не установлена;2;nan;nan;Intel Core i3-1115G4;3;nan;Intel UHD Graphics;15.6;60;нет;4;DDR4;1;пластик;nan;1.7
Apple;IdeaPad 3;nan;89 999 ?;1;Windows 11 Домашняя;6;nan;nan;Ryzen 5;2.3;nan;AMD Radeon Graphics;14;90;1000;16;DDR4;1;алюминий;nan;1.38
ASUS;MacBook Pro;nan;234 999;1;macOS;10;nan;nan;Apple M1 Pro;nan;nan;Apple M1 Pro 16-core;16.2;120;1024;16;LPDDR5;1;алюминий;nan;2.15
Lenovo;GAMING;nan;77 999 ?;1;не установлена;8;nan;nan;AMD Ryzen 7 4800H;2.9;nan;AMD Radeon Graphics;17.3;144;512;8;DDR4;1;пластик;nan;2.6
HP;Yoga Slim 7 ;nan;69 999 ?;1;Windows 11 Домашняя;6;nan;nan;Ryzen 5;2.3;nan;AMD Radeon Graphics;13.3;60;256;8;LPDDR4x;1;алюминий;nan;1.21
ASUS;HP 250 G8;nan;27 999 ?;1;не установлена;2;nan;nan;Intel Celeron N4020;1.1;nan;Intel UHD Graphics;15.6;60;нет;4;DDR4;1;пластик;nan;1.74
HP;Laptop 14 ;nan;32 999 ?;1;не установлена;2;nan;nan;Intel Pentium Gold 7505;2;nan;Intel UHD Graphics;14;60;256;4;DDR4;1;пластик;nan;1.6
Acer;HP 15s;nan;32 999 ?;1;Windows 10 Домашняя;2;nan;nan;AMD Athlon Silver 3050U;2.3;nan;AMD Radeon Graphics;15.6;60;128;4;DDR4;1;пластик;nan;1.7
Apple;Aspire 3;nan;68 999 ?;1;не установлена;4;nan;nan;AMD Ryzen 5 3500U;2.1;nan;AMD Radeon Vega 8;15.6;60;512;12;DDR4;1;пластик;nan;1.9
ASUS;MacBook Pro;202399;219 999;1;macOS;10;nan;nan;Apple M1 Pro;nan;nan;Apple M1 Pro 16-core;14.2;120;1024;16;LPDDR5;1;алюминий;nan;1.61
Lenovo;VivoBook 15 ;nan;64 999 ?;1;Windows 11 Домашняя;4;nan;nan;Core i5;2.4;nan;Intel Iris Xe Graphics;15.6;60;512;8;DDR4;1;пластик;nan;1.8
Acer;IdeaPad 3;nan;42 999 ?;1;Windows 10 Домашняя;2;nan;nan;Intel Core i3-1115G4;3;nan;Intel UHD Graphics;15.6;60;нет;8;DDR4;1;пластик;nan;1.7
Acer;Aspire 3;36999;40 999;1;Windows 11 Домашняя;2;nan;nan;Core i3;1.2;nan;Intel UHD Graphics;15.6;60;256;4;DDR4;1;пластик;nan;1.9
ASUS;Aspire 7;82999;89 999;1;не установлена;8;nan;nan;AMD Ryzen 7 5700U;1.8;nan;AMD Radeon Graphics;15.6;60;512;16;DDR4;1;пластик;nan;2.15
Lenovo;VivoBook PRO 15 ;74699;82 999;1;Windows 10 Домашняя;4;nan;nan;Intel Core i5-11300H;3.1;nan;Intel Iris Xe Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.65
ASUS;Lenovo V15 ;nan;27 999 ?;1;не установлена;2;nan;nan;AMD 3020e;1.2;nan;AMD Radeon Graphics;15.6;60;128;4;DDR4;1;пластик;nan;1.85
AORUS;Laptop 15 ;nan;39 999 ?;1;не установлена;2;nan;nan;AMD Ryzen 3 3250U;2.6;nan;AMD Radeon Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.8
ASUS;AORUS 17 ;nan;159 999 ?;2;Windows 11 Домашняя;14;nan;nan;Core i7;2.3;nan;Intel Iris Xe Graphics;17.3;360;512;32;DDR5;1;карбон;nan;2.7
ASUS;VivoBook 15 ;nan;74 999 ?;1;не установлена;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel Iris Xe Graphics;15.6;60;512;16;DDR4;1;пластик;nan;1.8
MSI;ZenBook PRO 15 ;93999;104 499;1;Windows 10 Домашняя;4;nan;nan;Intel Core i5-10300H;2.5;nan;Intel UHD Graphics;15.6;60;512;8;LPDDR4;1;алюминий;nan;2
Acer;Katana GF76 ;121499;134 999;1;не установлена;14;nan;nan;Intel Core i7-12700H;nan;nan;Intel UHD Graphics;17.3;144;1000;16;DDR5;1;пластик;nan;2.6
HP;TravelMate P2;nan;56 999 ?;1;Windows 10 Pro;6;nan;nan;AMD Ryzen 5 PRO 5650U;2.3;nan;AMD Radeon Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.8
Acer;HP 255 G8;nan;56 299 ?;1;Windows 10 Домашняя;4;nan;nan;AMD Ryzen 3 5300U;2.6;nan;AMD Radeon Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.74
Acer;TravelMate P2;nan;85 999 ?;3;Windows 10 Pro;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;14;60;512;16;DDR4;1;пластик;nan;1.63
Apple;Extensa 15;nan;48 999 ?;1;Windows 10 Домашняя;2;nan;nan;Intel Core i3-1005G1;1.2;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.9
Irbis;MacBook Pro;216199;234 999;1;macOS;10;nan;nan;Apple M1 Pro;nan;nan;Apple M1 Pro 16-core;16.2;120;1024;16;LPDDR5;1;алюминий;nan;2.15
ASUS;Irbis ;nan;39 999 ?;1;nan;2;nan;nan;Intel Core i3-1005G1;1.2;nan;Intel UHD Graphics;15.6;60;128;8;LPDDR4;1;пластик;nan;1.92
Lenovo;Laptop 15 ;nan;32 999 ?;1;не установлена;2;nan;nan;Intel Pentium Gold 7505;2;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.8
Acer;Lenovo V15 ;58499;64 999;nan;Windows 10 Pro;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel Iris Xe Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.7
ASUS;Aspire 5;nan;52 999 ?;1;не установлена;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel Iris Xe Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.9
ASUS;ExpertBook P1 ;nan;49 999 ?;1;не установлена;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel Iris Xe Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.8
HP;Laptop 15 ;29699;32 999;1;Windows 11 Домашняя;4;nan;nan;Pentium;1.1;nan;Intel UHD Graphics;15.6;60;128;4;DDR4;1;пластик;nan;1.8
Acer;Laptop 15s;nan;67 299 ?;1;Windows 11 Домашняя;4;nan;nan;Pentium;1.1;nan;Intel UHD Graphics 605;15.6;60;256;8;DDR4;1;пластик;nan;1.65
ASUS;TravelMate P2;nan;61 299 ?;1;Windows 10 Pro;2;nan;nan;Intel Core i3-10110U;2.1;nan;Intel UHD Graphics;15.6;60;256;4;DDR4;1;пластик;nan;1.8
Acer;Laptop 14 ;nan;39 999 ?;1;Windows 11 Домашняя;2;nan;nan;Pentium;2;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;1.6
ASUS;Aspire 3;nan;39 999 ?;1;Windows 11 Домашняя;2;nan;nan;Ryzen 3;2.6;nan;AMD Radeon Graphics;15.6;60;256;4;DDR4;1;пластик;nan;1.9
Apple;ZenBook 13 ;nan;59 999 ?;1;Windows 11 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;13.3;60;256;8;LPDDR4x;1;алюминий;nan;1.14
ASUS;MacBook Air;nan;113 999 ?;1;macOS;8;nan;nan;Apple M1;nan;nan;Apple M1 8-core;13.3;60;512;8;DDR4;1;алюминий;nan;1.29
ASUS;Laptop 15 ;nan;46 799 ?;1;не установлена;4;nan;nan;Intel Core i5-1035G1;1;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.8
ASUS;ZenBook 13 ;89999;99 999;1;Windows 11 Домашняя;4;nan;nan;Core i7;2.8;nan;Intel Iris Xe Graphics;13.3;60;512;16;LPDDR4x;1;алюминий;nan;1.14
Irbis;ZenBook Flip 13 ;83699;92 999;1;Windows 11 Домашняя;4;nan;nan;Core i5;2.4;nan;Intel Iris Xe Graphics;13.3;60;512;16;LPDDR4x;1;алюминий;nan;1.3
MSI;Irbis ;nan;19 999 ?;1;Windows 10 Домашняя;2;nan;nan;Intel Celeron N3350;1.1;nan;Intel HD Graphics 500;15.6;60;128;4;LPDDR3;1;пластик;nan;1.7
ASUS;Katana GF66 ;85499;94 999;1;не установлена;10;nan;nan;Intel Core i7-12650H;2.3;nan;Intel UHD Graphics;15.6;240;512;16;DDR4;1;пластик;nan;2.25
ASUS;VivoBook 15 ;85499;94 999;1;не установлена;2;nan;nan;Intel Core i3-1115G4;3;nan;Intel UHD Graphics;15.6;60;512;8;DDR4;1;пластик;nan;1.8
ASUS;VivoBook 14 ;76499;84 999;1;Windows 10 Pro;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;14;60;256;16;DDR4;1;пластик;nan;1.6
ASUS;GAMING;nan;74 999 ?;1;не установлена;6;nan;nan;Intel Core i5-11400H;2.7;nan;Intel UHD Graphics;15.6;144;512;16;DDR4;1;пластик;nan;2.3
Acer;Laptop 15 ;nan;27 999 ?;1;Windows 11 Домашняя;2;nan;nan;Celeron;1.1;nan;Intel UHD Graphics;15.6;60;128;4;DDR4;1;пластик;nan;1.8
Lenovo;Aspire 3;nan;43 999 ?;1;Windows 11 Домашняя;2;nan;nan;Ryzen 3;2.6;nan;AMD Radeon Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.9
Acer;IdeaPad 3;nan;84 999 ?;1;Windows 11 Домашняя;4;nan;nan;Core i5;2.4;nan;Intel Iris Xe Graphics;14;60;1000;16;DDR4;1;алюминий;nan;1.38
Acer;TravelMate P2;nan;76 999 ?;1;Windows 10 Pro;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;14;60;256;8;DDR4;1;пластик;nan;1.8
ASUS;Extensa 15;nan;74 799 ?;1;Windows 10 Домашняя;4;nan;nan;Intel Core i5-1035G1;1;nan;Intel UHD Graphics;15.6;60;нет;8;DDR4;1;пластик;nan;1.9
ASUS;VivoBook Pro 14 ;75599;83 999;1;не установлена;4;nan;nan;Intel Core i5-11300H;3.1;nan;Intel Iris Xe Graphics;14;90;512;8;DDR4;1;алюминий;nan;1.45
Chuwi;VivoBook Pro 14 ;nan;74 999 ?;1;не установлена;4;nan;nan;Intel Core i7-11370H;3.3;nan;Intel Iris Xe Graphics;14;60;512;16;DDR4;1;пластик;nan;1.4
HUAWEI;CoreBook X 14;34049;36 999;1;Windows 11 Домашняя;2;nan;nan;Core i3;2.1;nan;Intel UHD Graphics;14;60;512;8;DDR4;1;алюминий/пластик;nan;1.36
Acer;MateBook 14S ;68999;74 999;1;Windows 11 Домашняя;6;nan;nan;AMD Ryzen 5 5500U;2.1;nan;AMD Radeon Graphics;14;60;512;16;DDR4;1;алюминий;nan;1.49
Dell;TravelMate P2;nan;72 999 ?;1;Windows 10 Pro;2;nan;nan;Intel Pentium Gold 6405U;2.4;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;1.6
ASUS;Vostro ;nan;71 999 ?;1;не установлена;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;13.3;60;512;8;LPDDR4x;1;пластик;nan;1.16
Acer;VivoBook 15 ;nan;64 999 ?;1;Windows 11 Домашняя;4;nan;nan;Core i5;2.4;nan;Intel Iris Xe Graphics;15.6;60;512;8;DDR4;1;пластик;nan;1.8
ASUS;Aspire 3;nan;64 999 ?;1;Linux;4;nan;nan;AMD Ryzen 7 3700U;2.3;nan;AMD Radeon RX Vega 10;15.6;60;256;8;DDR4;1;пластик;nan;1.9
Dell;VivoBook Flip 14 ;nan;62 999 ?;1;Windows 11 Домашняя;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel Iris Xe Graphics;14;60;512;8;LPDDR4x;1;пластик;nan;1.5
ASUS;Vostro ;nan;64 999 ?;1;Linux;4;nan;nan;Intel Core i5-11300H;3.1;nan;Intel Iris Xe Graphics;14;60;512;8;DDR4;1;пластик;nan;1.4
Dell;GAMING;nan;84 999 ?;1;не установлена;6;nan;nan;Intel Core i5-11400H;2.7;nan;Intel UHD Graphics;15.6;144;512;16;DDR4;1;пластик;nan;2.3
ASUS;Vostro ;nan;54 999 ?;1;не установлена;4;nan;nan;Intel Core i5-11300H;3.1;nan;Intel Iris Xe Graphics;14;60;256;8;DDR4;1;пластик;nan;1.4
Lenovo;VivoBook 14 ;46799;51 999;1;не установлена;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;1.4
Acer;IdeaPad 3;43199;47 999;1;не установлена;6;nan;nan;AMD Ryzen 5 5500U;2.1;nan;AMD Radeon Graphics;15.6;60;нет;8;DDR4;1;пластик;nan;1.65
ASUS;Extensa 15;nan;46 999 ?;1;Windows 10 Домашняя;2;nan;nan;AMD Ryzen 3 3250U;2.6;nan;AMD Radeon Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.9
ASUS;VivoBook X4;nan;41 999 ?;1;Windows 11 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;14;60;256;4;DDR4;1;пластик;nan;1.55
ASUS;ZenBook 13 ;nan;75 799 ?;1;Windows 11 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;13.3;60;256;8;LPDDR4x;1;алюминий;nan;1.11
Apple;ZenBook Flip 13 ;67499;74 999;1;Windows 11 Домашняя;4;nan;nan;Core i5;2.4;nan;Intel Iris Xe Graphics;13.3;60;512;8;LPDDR4x;1;алюминий;nan;1.3
Apple;MacBook Pro;102999;111 999;1;macOS;8;nan;nan;Apple M2;nan;nan;Apple M2 10-core;13.3;60;256;8;DDR4;1;алюминий;nan;1.4
Apple;MacBook Pro;114099;123 999;1;macOS;8;nan;nan;Apple M1;nan;nan;Apple M1 8-core;13.3;60;256;8;DDR4;1;алюминий;nan;1.4
Apple;MacBook Pro;nan;123 999;1;macOS;8;nan;nan;Apple M1;nan;nan;Apple M1 8-core;13.3;60;256;8;DDR4;1;алюминий;nan;1.4
Apple;MacBook Pro;114099;123 999;1;macOS;8;nan;nan;Apple M1;nan;nan;Apple M1 8-core;13.3;60;256;8;DDR4;1;алюминий;nan;1.4
MSI;MacBook Pro;119599;129 999;1;macOS;8;nan;nan;Apple M1;nan;nan;Apple M1 8-core;13.3;60;512;8;DDR4;1;алюминий;nan;1.4
Acer;Summit E13 ;107999;119 999;1;Windows 11 Pro;14;nan;nan;Intel Core i7-1280P;nan;nan;Intel Iris Xe Graphics;13.4;165;512;16;LPDDR5;1;алюминий;nan;1.35
Apple;Swift 3 ;nan;113 499 ?;1;Windows 11 Домашняя;4;nan;nan;Core i5;2.4;nan;Intel Iris Xe Graphics;13.5;60;512;16;LPDDR4;1;алюминий;nan;1.19
ASUS;MacBook Air;101199;109 999;1;macOS;8;nan;nan;Apple M2;nan;nan;Apple M2 8-core;13.6;60;256;8;DDR4;1;алюминий;nan;1.24
ASUS;ExpertBook B1 ;nan;107 499 ?;1;Windows 10 Домашняя;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel UHD Graphics;14;60;512;8;DDR4;1;пластик;nan;1.45
ASUS;ExpertBook B1 ;57799;67 999;1;Windows 10 Pro;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel UHD Graphics;14;60;128;8;DDR4;1;пластик;nan;1.45
ASUS;ExpertBook B1 ;143999;159 999;1;Windows 11 Pro;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;14;60;4000;32;LPDDR4x;1;магниевый сплав;nan;1.01
ASUS;ExpertBook B9;102599;113 999;1;Windows 10 Pro;4;nan;nan;Intel Core i7-10510U;1.8;nan;Intel UHD Graphics 620;14;60;512;8;LPDDR3;1;алюминий;nan;1
ASUS;Laptop 14 ;29699;32 999;1;Windows 11 Домашняя;2;nan;nan;Pentium;2;nan;Intel UHD Graphics;14;60;128;4;DDR4;1;пластик;nan;1.6
ASUS;Laptop 14 ;nan;34 999 ?;1;не установлена;2;nan;nan;Intel Pentium Gold 7505;2;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;1.6
ASUS;Laptop 14 ;nan;42 999 ?;1;Windows 11 Домашняя;2;nan;nan;Core i3;1.2;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;1.6
ASUS;Laptop 14 ;nan;26 999 ?;1;Windows 11 Домашняя;2;nan;nan;Celeron;1.1;nan;Intel UHD Graphics;14;60;128;4;DDR4;1;пластик;nan;1.6
ASUS;Laptop 14 ;27899;30 999;1;Windows 11 Домашняя;4;nan;nan;Pentium;1.1;nan;Intel UHD Graphics;14;60;128;4;DDR4;1;пластик;nan;1.6
ASUS;GAMING;123299;136 999;1;не установлена;8;nan;nan;AMD Ryzen 7 6800HS;3.2;nan;AMD Radeon Graphics;14;144;512;16;DDR5;1;магниевый сплав;nan;1.65
ASUS;VivoBook 14 ;nan;39 999 ?;1;не установлена;2;nan;nan;Intel Core i3-1005G1;1.2;nan;Intel UHD Graphics;14;60;512;8;DDR4;1;пластик;nan;1.4
ASUS;VivoBook 14 ;nan;44 999 ?;1;Windows 10 Домашняя;2;nan;nan;Intel Core i3-1005G1;1.2;nan;Intel UHD Graphics;14;60;512;8;DDR4;1;пластик;nan;1.4
ASUS;VivoBook 14 ;46799;51 999;1;не установлена;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;1.4
ASUS;VivoBook 14 ;76499;84 999;1;Windows 11 Домашняя;4;nan;nan;Core i5;3.1;nan;Intel Iris Plus Graphics;14;90;512;16;DDR4;1;алюминий;nan;1.4
ASUS;VivoBook 14 ;40499;44 999;1;Windows 11 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;14;60;512;8;DDR4;1;пластик;nan;1.55
ASUS;VivoBook Flip 14 ;nan;36 999 ?;1;Windows 11 Домашняя;4;nan;nan;Pentium;1.1;nan;Intel UHD Graphics;14;60;128;4;DDR4;1;пластик;nan;1.6
ASUS;VivoBook Pro 14 ;85499;94 999;1;Windows 11 Домашняя;4;nan;nan;Core i7;3.3;nan;Intel Iris Plus Graphics;14;90;512;16;DDR4;1;алюминий;nan;1.4
ASUS;VivoBook Pro 14 ;71999;79 999;1;Windows 11 Домашняя;4;nan;nan;Core i5;3.1;nan;Intel Iris Xe Graphics;14;90;512;8;DDR4;1;алюминий;nan;1.45
ASUS;VivoBook Pro 14 ;71999;79 999;1;не установлена;4;nan;nan;Intel Core i5-11300H;3.1;nan;Intel Iris Xe Graphics;14;90;512;8;DDR4;1;алюминий;nan;1.45
ASUS;VivoBook S14 ;71999;79 999;1;Windows 10 Домашняя;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;14;60;512;16;DDR4;1;алюминий;nan;1.4
ASUS;VivoBook S14 ;nan;64 999 ?;1;Windows 11 Домашняя;4;nan;nan;Core i5;2.4;nan;Intel Iris Xe Graphics;14;60;512;16;DDR4;1;алюминий;nan;1.4
ASUS;ZenBook 14 ;98999;109 999;1;Windows 11 Домашняя;4;nan;nan;Core i7;2.8;nan;Intel Iris Xe Graphics;14;90;512;16;LPDDR4x;1;алюминий;nan;1.4
