Brand,Series,PriceNow,PriceOriginal,Guarantee_year,OS,CoresNumber,Processor,ProcessorType,ProcessorModel,ProcessorFrequency_GHz,GpuManufacturer,GpuController,ScreenSize_inch,ScreenFrequency_GHz,SSDSize_GGb,RAM_GGb,RAM_type,HDMI,Material,Battery_hour,Weight_kg
Acer,SF114-34,25999.0,28999,1,Windows 10 Домашняя,2.0,,,,,Intel,Intel HD Graphics 615,14,60,,4.0,DDR4,1.0,пластик/ металл,15,1.3
Honor,MagicBook 15,69999.0,69999,1,Windows 10 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,15.6,60,512.0,8.0,DDR4,1.0,алюминиевый сплав,11.5,1.54
Lenovo,V15 G2 ALC,39999.0,59999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,пластик,7,1.7
Acer,Swift 3,59999.0,64999,1,Windows 10 Домашняя 64,6.0,,,,,AMD,Radeon Vega 5,14,60,1000.0,8.0,LPDDR4X,1.0,металл,13,1.2
ASUS,R565,49999.0,57999,1,не установлена,4.0,,,,,Intel,Intel UHD Graphics,15.6,60,512.0,16.0,DDR4,1.0,пластик,6,1.8
HUAWEI,Matebook X Pro,99999.0,114999,1,Windows 10 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,13.9,,1000.0,16.0,LPDDR4X,,металл,7,1.33
Lenovo,IdeaPad Gaming 3 15ACH6,89999.0,89999,1,не установлена,6.0,AMD,Ryzen 5,Ryzen 5 5600H,3.2,NVIDIA,GeForce RTX 3050 Ti 4GB,,120,512.0,16.0,DDR4 SO-DIMM,1.0,пластик,,2.25
Haier,,49999.0,49999,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel UHD Graphics 605,15.6,60,128.0,4.0,DDR4,1.0,пластик/ металл,5,1.5
Irbis,,17899.0,17899,1,Windows 10 Pro,2.0,,,,,Intel,Intel UHD Graphics 600,14.1,,,4.0,LPDDR4,1.0,пластик,5,1.28
Irbis,NB,19999.0,19999,1,Windows 10 Домашняя,4.0,,,,,Intel,Intel HD Graphics,15.6,60,,4.0,DDR3,1.0,пластик,5,1.57
Apple,MacBook Pro,129999.0,129999,1,macOS,8.0,,,,,,,,,512.0,8.0,,,алюминий,20,1.4
HP,,43999.0,49999,1,Windows 11 Домашняя 64,2.0,,,,,AMD,Radeon,17.3,,256.0,8.0,DDR4,1.0,пластик,5.75,2.07
HP,,48999.0,54999,1,Windows 11 Домашняя 64,2.0,,,,,Intel,Intel UHD Graphics,15.6,,512.0,8.0,DDR4,1.0,пластик,7,1.69
ASUS,Laptop 14,35999.0,41999,1,Windows 11 Домашняя,2.0,,,,,Intel,Intel UHD Graphics,14,60,256.0,8.0,DDR4,1.0,ABS-пластик,6,1.55
HUAWEI,MateBook 14,74999.0,74999,1,Windows 10 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,14,,512.0,16.0,DDR4,,металл,7,1.49
HP,,34999.0,39999,1,Windows 11 Домашняя 64,2.0,,,,,AMD,Radeon,15.6,,256.0,4.0,DDR4,1.0,пластик,5,1.69
Acer,Nitro,139999.0,149999,1,Windows 11 Домашняя 64,8.0,Intel,Core i7,11800H,2.3,NVIDIA,GeForce RTX 3070 8GB,17.3,144,512.0,16.0,DDR4,1.0,пластик,8,2.7
Haier,GAMING,79999.0,99999,1,Windows 11 Домашняя,6.0,Intel,Core i5,11400H,2.4,NVIDIA,GeForce RTX 3050 Ti 4GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,5,2.5
HP,Pavilion Aero,69999.0,89999,1,Windows 10 Домашняя 64,6.0,,,,,AMD,Radeon,13.3,,512.0,8.0,DDR4,1.0,магниевый сплав,10,1
Acer,Aspire 1,24999.0,24999,1,Windows 10,2.0,,,,,AMD,Radeon Graphics,14,,,4.0,DDR4,1.0,пластик,6,1.9
MSI,CROSSHAIR 15,134999.0,149999,1,Windows 11 Домашняя 64,14.0,Intel,Core i7,12700H,3.5,NVIDIA,GeForce RTX 3060 6GB,15.6,144,512.0,16.0,DDR4 SO-DIMM,1.0,металл/ пластик,6,2.3
HP,,34999.0,39999,1,Windows 11 Домашняя 64,4.0,,,,,Intel,Intel UHD Graphics 605,15.6,,256.0,4.0,DDR4,1.0,пластик,5,1.65
Apple,MacBook Pro,137999.0,137999,1,macOS,8.0,,,,,,,,,512.0,8.0,,,алюминий,20,1.4
Apple,MacBook Pro,234999.0,249999,1,macOS,10.0,,,,,Apple,,,120,1000.0,16.0,,,алюминий,17,1.64
Honor,MagicBook 14,59999.0,64999,1,Windows 10 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,14,60,512.0,8.0,DDR4,1.0,алюминиевый сплав,11,1.38
HP,HP Pavilion,74999.0,79999,1,Windows 11 Домашняя 64,8.0,,,,,AMD,Radeon Graphics,15.6,,1000.0,16.0,DDR4,1.0,пластик/ металл,8.75,1.75
Lenovo,IdeaPad 1 14IGL05,19999.0,19999,1,Windows 11 Домашняя S-режим,4.0,,,,,Intel,Intel UHD Graphics 605,14,,128.0,4.0,DDR4,1.0,пластик,8,1.4
ASUS,R565MA,28800.0,31999,1,Windows 11 Домашняя 64,4.0,,,,,Intel,Intel UHD Graphics 605,15.6,,128.0,4.0,DDR4,1.0,пластик,5,1.8
Acer,Acer Spin 7,87150.0,124499,1,Windows 10 Домашняя,8.0,,,,,Qualcomm,Adreno 685,14,,512.0,8.0,LPDDR4X,,металл,29,1.4
Lenovo,ThinkBook 15 G2,59999.0,69999,1,Windows 10 Pro 64,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,60,256.0,8.0,DDR4,1.0,пластик/ металл,6,1.7
ASUS,Zenbook Pro Duo,129999.0,149999,1,Windows 11 Домашняя,4.0,,,,,NVIDIA,GeForce MX450 2ГБ,14,,512.0,16.0,LPDDR4X,1.0,алюминиевый сплав,9,1.62
Digma,EVE,9999.0,13999,1,Windows 10 Домашняя 64,4.0,,,,,Intel,Intel HD Graphics,10.1,60,64.0,2.0,DDR3,1.0,пластик,5,0.935
ASUS,,74999.0,84999,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,16.0,DDR4,1.0,алюминий/ пластик,5,1.8
ASUS,,24899.0,24899,1,Windows 11 Домашняя,2.0,,,,,Intel,Intel UHD Graphics 600,14,,128.0,4.0,DDR4,1.0,пластик,5,1.3
Acer,Spin 1,29999.0,37999,1,Windows 11 Домашняя 64,2.0,,,,,Intel,UHD Graphics,14,,128.0,4.0,DDR4,1.0,пластик,7,1.5
Acer,Aspire 7,79999.0,89999,1,Windows 11 Домашняя 64,6.0,AMD,Ryzen 5,5500U,2.1,NVIDIA,GeForce RTX 3050 Ti 4GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,10,2.15
HP,Laptop 15s,47999.0,54999,1,не установлена,8.0,,,,,AMD,Radeon Graphics,15.6,,512.0,8.0,DDR4,1.0,пластик/ металл,9.5,1.69
ASUS,,44999.0,49999,1,Windows 11 Домашняя 64,2.0,,,,,Intel,UHD Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,5,1.8
Irbis,NB,19999.0,19999,1,Windows 10 Pro,4.0,,,,,Intel,Intel HD Graphics,13.5,60,,4.0,,1.0,металл,6,1.185
Haier,ALPHA,21999.0,21999,1,Windows 11 Домашняя,2.0,,,,,Intel,Intel UHD Graphics 600,14.1,60,,4.0,DDR4,1.0,пластик,5,1.2
Apple,,145999.0,145999,1,macOS,8.0,,,,,,,,,512.0,8.0,,,алюминий,,1.24
Acer,Aspire 3,39999.0,45999,1,Windows 10 Домашняя 64,2.0,,,,,NVIDIA,GeForce MX330 2ГБ,15.6,60,256.0,8.0,DDR4,1.0,пластик,8,1.9
HP,VICTUS,99999.0,114999,1,Windows 11 Домашняя 64,6.0,AMD,Ryzen 5,5600H,3.3,NVIDIA,GeForce RTX 3050 Ti 4GB,16.1,144,512.0,8.0,DDR4,1.0,пластик/ металл,8.75,2.48
Acer,SF114-34,26999.0,28999,1,Windows 10 Домашняя,2.0,,,,,Intel,Intel HD Graphics 615,14,60,128.0,4.0,DDR4,1.0,пластик/ металл,15,1.3
HP,Pavilion Aero,65999.0,79999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon,13.3,,512.0,8.0,DDR4,1.0,магниевый сплав,10,0.98
Lenovo,V15 G2 ITL,29999.0,31999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,,256.0,4.0,DDR4,1.0,пластик,5,1.7
MSI,Katana GF66,99999.0,124999,1,не установлена,6.0,Intel,Core i5,11400H,2.7,NVIDIA,GeForce RTX 3060 6GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,4,2.25
ASUS,Zenbook 14X OLED,89999.0,109999,1,Windows 11 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,90,512.0,8.0,LPDDR4X,1.0,алюминий,12,1.40
Acer,Aspire 3,21999.0,24999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics 600,15.6,,256.0,4.0,DDR4 SO-DIMM,1.0,пластик,6,1.9
HUAWEI,Matebook D,42999.0,44999,1,Windows 11 Домашняя,2.0,,,,,Intel,Intel UHD Graphics,15.6,,256.0,8.0,DDR4,1.0,металл,6,1.63
HP,HP Pavilion,53999.0,53999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,15.6,,512.0,8.0,DDR4,1.0,пластик/ металл,8.75,1.75
Acer,Aspire 3,25999.0,29999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics 600,15.6,,,4.0,DDR4,1.0,пластик,6,2.1
HP,Victus,79999.0,89999,1,Windows 11 Домашняя,6.0,Intel,Core i5,11400H,2.7,NVIDIA,GeForce RTX 3050 4GB,16.1,,256.0,8.0,DDR4,,пластик/ металл,6.5,2.46
HP,HP Pavilion,54999.0,54999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,15.6,,512.0,8.0,DDR4,1.0,пластик/ металл,8.75,1.75
Acer,Spin 1,45999.0,54999,1,Windows 10 Домашняя 64,4.0,,,,,Intel,UHD Graphics,14,,256.0,8.0,DDR4,1.0,пластик,9,1.5
ASUS,,39999.0,44999,1,Windows 11 Домашняя 64,2.0,,,,,Intel,UHD Graphics,15.6,60,256.0,8.0,DDR4,1.0,пластик,5,1.8
ASUS,S533JQ-BQ042T,59999.0,64999,1,Windows 10 Домашняя,4.0,,,,,NVIDIA,GeForce MX350,15.6,,512.0,8.0,DDR4,1.0,алюминий,,1.8
Irbis,NB,15499.0,17999,1,Windows 10 Pro,2.0,,,,,Intel,Intel HD Graphics,11.6,60,,4.0,DDR4,1.0,пластик,,0.990
Lenovo,,45999.0,59999,1,Windows 10 Pro 64,6.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,ABS-пластик,9,1.7
ASUS,TUF,89999.0,89999,1,не установлена,6.0,Intel,Core i5,11400H,2.2,NVIDIA,GeForce RTX 3050 4GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,6,2.3
ASUS,,64999.0,84999,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,512.0,8.0,DDR4,1.0,алюминий/ пластик,5,1.4
Thunderobot,GAMING,89999.0,99999,1,Windows 11 Домашняя 64,8.0,Intel,Core i5,12450H,2.0,NVIDIA,GeForce RTX 3050 4GB,15.6,144,512.0,16.0,DDR4,1.0,ABS-пластик,7,2.15
MSI,Summit E16 Flip Evo,94999.0,104999,1,Windows 11,4.0,,,,,Intel,Intel Iris Xe Graphics,16,120,1000.0,16.0,DDR4 SO-DIMM,1.0,алюминий,7,2
ASUS,,79999.0,84999,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,16.0,DDR4,1.0,алюминиевый сплав/ пластик,6,1.8
HP,ENVY x360,99999.0,99999,1,Windows 10 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,13.3,,512.0,8.0,DDR4,,металл,12,1.32
Apple,MacBook Pro,207999.0,207999,1,macOS,10.0,,,,,Apple,,,120,1000.0,16.0,,,алюминий,17,1.64
Honor,MagicBook 14 2021,78999.0,78999,1,Windows 10 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,60,512.0,16.0,DDR4,1.0,алюминиевый сплав,11,1.38
Acer,TravelMate P4,57999.0,79999,3,Windows 10 Pro,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,256.0,8.0,DDR4,1.0,металл/ пластик,13.5,1.4
Lenovo,IdeaPad 3 15ITL6,28999.0,32999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,,,4.0,DDR4,1.0,пластик,8,1.65
Lenovo,IdeaPad Gaming 3 15ACH6,79999.0,89999,1,не установлена,8.0,AMD,Ryzen 7,5800H,3.2,NVIDIA,GeForce RTX 3050 Ti 4GB,15.6,165,512.0,8.0,DDR4,1.0,пластик,5,2.25
HP,OMEN,99999.0,109999,1,Windows 10 Домашняя 64,6.0,AMD,Ryzen 5,5600H,3.3,AMD,Radeon RX 6600M 8GB,16.1,144,512.0,16.0,DDR4,1.0,пластик/ металл,9,2.36
Acer,,59999.0,69999,1,Windows 11 Домашняя,2.0,,,,,NVIDIA,GeForce MX350 2ГБ,15.6,,512.0,8.0,DDR4,1.0,пластик,9,1.9
ASUS,VivoBook 15,69999.0,79999,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,60,512.0,16.0,DDR4,1.0,алюминиевый сплав/ пластик,6,1.8
Apple,,154999.0,154999,1,macOS,8.0,,,,,,,,,256.0,16.0,,,алюминий,,1.24
ASUS,M515DA-BQ1247T,39999.0,39999,1,Windows 10 Домашняя,2.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,пластик,,1.8
Lenovo,IdeaPad Gaming 3 15IHU6,79999.0,92999,1,не установлена,4.0,Intel,Core i5,Intel Core i5-11300H,3.1,NVIDIA,GeForce RTX 3050,,120,512.0,8.0,DDR4 SO-DIMM,1.0,пластик,,2.25
HP,Pavilion Gaming,99999.0,119999,1,не установлена,4.0,Intel,Core i5,11300H,3.1,NVIDIA,GeForce RTX 3050 Ti 4GB,17.3,144,512.0,8.0,DDR4,1.0,пластик,4,2.75
HP,VICTUS,99999.0,119999,1,не установлена,6.0,AMD,Ryzen 5,5600H,3.3,NVIDIA,GeForce RTX 3050 Ti 4GB,16.1,144,512.0,8.0,DDR4,1.0,пластик/ металл,8.75,2.48
HP,Pavilion,54999.0,54999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon,14,,512.0,8.0,DDR4,1.0,пластик/ металл,10.5,1.41
Apple,MacBook Pro,199999.0,219999,1,macOS,10.0,,,,,Apple,,,120,512.0,16.0,,,алюминий,17,1.64
Lenovo,IdeaPad 3 14IGL05,17999.0,24999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics 600,14,,,4.0,DDR4,1.0,пластик,14,1.5
ASUS,Vivobook 15,49999.0,59999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,,512.0,16.0,DDR4,1.0,пластик,7,1.8
HUAWEI,MateBook 14,69999.0,69999,1,Windows 10 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,14,,512.0,16.0,DDR4,,металл,7,1.49
Lenovo,IdeaPad 3 14ITL05,31999.0,34999,1,Windows 11 Домашняя 64,2.0,,,,,Intel,UHD Graphics,14,,256.0,8.0,DDR4,1.0,пластик,6,1.5
HP,Laptop 15,52999.0,60899,1,не установлена,4.0,,,,,NVIDIA,GeForce MX450 2ГБ,15.6,,512.0,8.0,DDR4,1.0,пластик,9,1.75
Lenovo,IdeaPad 3 15,39999.0,44999,1,Windows 11 Домашняя 64,2.0,,,,,Intel,UHD Graphics 600,15.6,,256.0,8.0,DDR4,1.0,пластик,5,1.7
Haier,,29999.0,29999,1,DOS,4.0,,,,,Intel,Intel UHD Graphics 605,15.6,60,256.0,8.0,DDR4,1.0,пластик/ металл,5,1.65
Irbis,NB,17999.0,19999,1,Windows 10 Pro,4.0,,,,,Intel,Intel HD Graphics,13.5,60,,4.0,,1.0,металл,6,1.185
ASUS,VivoBook 14,49999.0,59999,1,Windows 10 Домашняя 64,4.0,,,,,AMD,Radeon Vega,14,,256.0,8.0,DDR4,1.0,пластик,9,1.5
HP,Pavilion 14,64999.0,64999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,14,,512.0,16.0,DDR4,1.0,пластик/ металл,6,2.2
Thunderobot,GAMING,224999.0,249999,1,Windows 11 Домашняя 64,14.0,Intel,Core i9,12900H,2.5,NVIDIA,GeForce RTX 3080 Ti 16GB,16,165,2000.0,32.0,DDR5,1.0,пластик/ металл,5,2.58
Acer,Aspire 5,54999.0,59999,1,Windows 10 Домашняя 64,6.0,,,,,AMD,Radeon,15.6,,512.0,8.0,DDR4,1.0,ABS-пластик,10,1.8
ASUS,ZenBook 13,62999.0,69999,1,Windows 11 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,13.3,,512.0,8.0,DDR4,1.0,алюминиевый сплав,13,1.14
Haier,,31999.0,39999,1,не установлена,2.0,,,,,Intel,Intel HD Graphics,15.6,60,256.0,8.0,DDR4,1.0,пластик,5,1.65
ASUS,,26999.0,26999,1,не установлена,2.0,,,,,Intel,UHD Graphics 600,15.6,60,256.0,8.0,DDR4,1.0,пластик,9,1.6
Lenovo,IdeaPad 3 14IML05,29999.0,34999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,14,,,4.0,DDR4,1.0,пластик,9,1.5
ASUS,VivoBook 17,44999.0,49999,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel UHD Graphics 600,17.3,,256.0,8.0,DDR4,1.0,пластик,5,2.1
Lenovo,Lenovo V15,45999.0,52999,1,Windows 10 Pro,2.0,,,,,Intel,Intel HD Graphics 620,15.6,60,256.0,8.0,DDR4,1.0,пластик,6,1.85
ASUS,,29999.0,34999,1,Windows 11 Домашняя,2.0,,,,,Intel,Intel HD Graphics 600,15.6,,,4.0,DDR4,1.0,пластик,6,1.57
HUAWEI,Matebook D,55999.0,67999,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,60,512.0,8.0,DDR4,1.0,металл,7,1.53
ASUS,,129999.0,149999,1,Windows 11 Домашняя,8.0,,,,,NVIDIA,GeForce RTX 3050 Ti 4GB,15.6,,512.0,16.0,LPDDR4X,1.0,алюминий,5,2
HP,Victus 16,79999.0,89999,1,не установлена,6.0,AMD,Ryzen 5,5600H,3.3,NVIDIA,GeForce RTX 3050 4GB,16.1,144,512.0,16.0,DDR4,1.0,пластик,6.5,2.46
ASUS,ZenBook 14 Flip OLED,119999.0,119999,2,Windows 11 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,90,512.0,16.0,LPDDR4X,1.0,алюминиевый сплав,12,1.4
ASUS,ZenBook 14X OLED,99999.0,109999,1,Windows 11 Домашняя,6.0,,,,,AMD,Radeon Graphics,14,90,512.0,16.0,LPDDR4X,1.0,алюминий,7,1.4
Thunderobot,GAMING,84999.0,94999,1,не установлена,8.0,Intel,Core i5,12450H,3.3,NVIDIA,GeForce RTX 3050 Ti 4GB,17.3,144,512.0,16.0,DDR4,1.0,пластик/ металл,5,2.5
HP,Victus,119999.0,139999,1,Windows 11 Домашняя 64,8.0,AMD,Ryzen 7,5800H,3.2,NVIDIA,GeForce RTX 3060 6GB,16.1,144,1000.0,16.0,DDR4,1.0,пластик,6.5,2.48
Thunderobot,GAMING,98999.0,111999,1,не установлена,8.0,Intel,Core i5,12450H,3.3,NVIDIA,GeForce RTX 3060 6GB,15.6,144,512.0,16.0,DDR4,1.0,пластик/ металл,5,2.2
Haier,URBAN,17899.0,17899,1,Windows 10 Домашняя,2.0,,,,,Intel,Intel UHD Graphics 600,15.6,60,,4.0,LPDDR4,1.0,пластик,8,1.5
ASUS,,109999.0,129999,1,Windows 11 Домашняя,4.0,Intel,Core i5,11300H,3.1,NVIDIA,GeForce RTX 3050 4GB,16,,512.0,16.0,DDR4,1.0,алюминий,5,1.95
Lenovo,IdeaPad 3 15ITL6,44999.0,54999,1,не установлена,4.0,,,,,NVIDIA,GeForce MX350 2ГБ,15.6,,,8.0,DDR4,1.0,пластик,8,1.65
ASUS,ExpertBook B1,49999.0,54999,1,Windows 10 Pro 64,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,256.0,8.0,DDR4,1.0,пластик/ металл,7,1.73
HP,Pavilion Aero,89999.0,119999,1,Windows 11,8.0,,,,,AMD,Radeon,13.3,,1000.0,16.0,DDR4,1.0,магниевый сплав,10,1
HP,Laptop 15s,54999.0,59999,1,не установлена,10.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,8.0,DDR4,1.0,ABS-пластик,6,1.69
MSI,,69999.0,69999,1,Windows 10 Домашняя,4.0,Intel,Core i5,10300H,2.5,NVIDIA,GeForce GTX 1650 4GB Max-Q,15.6,60,256.0,8.0,DDR4,1.0,пластик/ металл,5,2.3
Acer,Extensa,29999.0,29999,1,Windows 10 Домашняя,2.0,,,,,Intel,Intel UHD Graphics,15.6,,128.0,4.0,DDR4,1.0,пластик,7,1.9
HP,HP Notebook 15,39999.0,44999,1,не установлена,4.0,,,,,Intel,Intel UHD Graphics,15.6,,,8.0,DDR4,1.0,пластик,10,1.78
ASUS,TUF Gaming A15,69999.0,69999,1,Windows 11 Домашняя 64,8.0,AMD,Ryzen 5,4600H,3.0,NVIDIA,GeForce GTX 1650 4GB,15.6,144,512.0,8.0,DDR4,1.0,алюминий/ пластик,5,2.3
LYAMBDA,,189999.0,189999,1,не установлена,14.0,Intel,Core i9,12900H,2.5,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,144,1000.0,32.0,DDR4,1.0,металл,5,2.82
ASUS,,26999.0,29999,1,Windows 10,2.0,,,,,Intel,Intel UHD Graphics,14,,128.0,4.0,DDR4,1.0,пластик,6,1.5
Apple,MacBook Pro,269999.0,269999,1,macOS,10.0,,,,,Apple,,,120,1000.0,16.0,,,алюминий,17,1.64
HP,Laptop 15,59999.0,59999,1,DOS,4.0,,,,,NVIDIA,GeForce MX450 2ГБ,15.6,,512.0,8.0,DDR4,1.0,пластик,6,1.45
ASUS,,36000.0,39999,1,Windows 10 Домашняя,2.0,,,,,NVIDIA,GeForce MX130 2ГБ,15.6,,256.0,8.0,DDR4,1.0,пластик,5,1.7
ASUS,,84999.0,109999,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,512.0,8.0,LPDDR4X,1.0,алюминий,5,1.17
